,Hit.Name,Gene,E.Value,Score,Genome,KO
194,850_TARA_SAMEA2622149_METAG_NNHLKHHL,K03781hits_moreStringent.align,5.7e-283,945.1,Alteromonas_macleodii_SAMEA2622149,K03781
195,2379_2521172706,K03781hits_moreStringent.align,1.4e-282,943.8,Alteromonas_macleodii_Balearic_Sea_AD45,K03781
196,1085_TARA_SAMEA2622429_METAG_FNNAGCCN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622429,K03781
197,1151_2802429355,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_sp_EAC615,K03781
198,1173_TARA_SAMEA2622736_METAG_KEKDHEDF,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622736,K03781
199,1174_2915794133,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_sp_07_89_2,K03781
200,117_MALA_SAMN05422164_METAG_ENHHGIGI,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422164,K03781
201,1289_TARA_SAMEA2622545_METAG_KEGJKDAO,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622545,K03781
202,1502_TARA_SAMEA2621232_METAG_EBHOLINI,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2621232,K03781
203,1604_TARA_SAMEA2620035_METAG_KKMHIJLM,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620035,K03781
204,1618_TARA_SAMEA2620097_METAG_LMDFIENN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620097,K03781
205,1642_MALA_SAMN05422104_METAG_PHLAGPEP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422104,K03781
206,1656_BGEO_SAMN07136589_METAG_DDMJICEB,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN07136589,K03781
207,1709_TARA_SAMEA2623513_METAG_EOFNCJHB,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623513,K03781
208,1713_MALA_SAMN05422143_METAG_FOMAMBOG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422143,K03781
209,1745_MALA_SAMN05422138_METAG_COKPJGJJ,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422138,K03781
210,1777_TARA_SAMEA2622733_METAG_LJOLBPGP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622733,K03781
211,178_MALA_SAMN05421901_METAG_KALOONEP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05421901,K03781
212,1810_TARA_SAMEA2620995_METAG_JALHFPLJ,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620995,K03781
213,1824_MALA_SAMN05421913_METAG_FAHHIFON,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05421913,K03781
214,183_2698537011,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_sp_BZK5,K03781
215,1866_TARA_SAMEA2619907_METAG_NBBOJICC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2619907,K03781
216,1871_TARA_SAMEA2619970_METAG_GKNKAGAI,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2619970,K03781
217,1876_TARA_SAMEA2622763_METAG_MBGICCKG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622763,K03781
218,1879_MALA_SAMN05422165_METAG_PMFBPPCL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422165,K03781
219,192_TARA_SAMEA2622357_METAG_MMNPPCIF,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622357,K03781
220,1937_TARA_SAMEA2620413_METAG_HJGOFLNN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620413,K03781
221,1938_TARA_SAMEA2619678_METAG_EIFLFJDP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2619678,K03781
222,1974_TARA_SAMEA2623098_METAG_BOAFAAIF,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623098,K03781
223,2013_TARA_SAMEA2620259_METAG_OHBFMFFC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620259,K03781
224,2074_MALA_SAMN05422191_METAG_FAHFBJCK,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422191,K03781
225,2086_TARA_SAMEA2622568_METAG_DIBMGPDO,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622568,K03781
226,2148_MALA_SAMN05422120_METAG_GPIHLFDL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422120,K03781
227,2168_MALA_SAMN05422133_METAG_NBFINJIH,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422133,K03781
228,217_TARA_SAMEA2623155_METAG_HDJJLLJM,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623155,K03781
229,2189_TARA_SAMEA2621099_METAG_HKJHHJDF,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2621099,K03781
230,2213_MALA_SAMN05421660_METAG_BCLNBHCC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05421660,K03781
231,2221_TARA_SAMEA2622823_METAG_GLPNBIDC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622823,K03781
232,227_TARA_SAMEA2620882_METAG_GFDHHHGO,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620882,K03781
233,2319_TARA_SAMEA2620065_METAG_EFBPEMOE,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620065,K03781
234,2324_TARA_SAMEA2622821_METAG_DGNNOPLM,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622821,K03781
235,2328_2841458974,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_Te101,K03781
236,2347_TARA_SAMEA2622837_METAG_AJLMAJKC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622837,K03781
237,234_TARA_SAMEA2619974_METAG_MIENHEPK,K03781hits_moreStringent.align,1.7e-282,943.5,MIENHEPK,K03781
238,2381_2738541267,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_MIT1002_Genome_closure,K03781
239,2430_2684623206,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_D7,K03781
240,2434_MALA_SAMN05422122_METAG_JKIINEFM,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422122,K03781
241,2441_MALA_SAMN05421706_METAG_CKJAFDPA,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05421706,K03781
242,2466_TARA_SAMEA2622801_METAG_OACOIKDG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622801,K03781
243,2477_BGEO_SAMN07136718_METAG_FMLMDJCG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN07136718,K03781
244,2651_TARA_SAMEA2622695_METAG_CLGIMKPC,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622695,K03781
245,2700_MALA_SAMN05422188_METAG_NPFLJJIF,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422188,K03781
246,270_TARA_SAMEA2623649_METAG_NIKIPLNN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623649,K03781
247,2725_TARA_SAMEA2620217_METAG_OENHAHFA,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620217,K03781
248,291_TARA_SAMEA2621044_METAG_JOAMDGOD,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2621044,K03781
249,2969_TARA_SAMEA2622119_METAG_BOODJKMH,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622119,K03781
250,2973_TARA_SAMEA2622478_METAG_OEBMNELG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622478,K03781
251,3272_TARA_SAMEA2623756_METAG_DMBINDKP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623756,K03781
252,411_MALA_SAMN05422107_METAG_FBOLMPMJ,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422107,K03781
253,424_MALA_SAMN05422106_METAG_IKNIELCH,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422106,K03781
254,442_MALA_SAMN05422169_METAG_JIKBLNIN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422169,K03781
255,477_MALA_SAMN05422123_METAG_AHNLNHFL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422123,K03781
256,503_MALA_SAMN05422226_METAG_LFOGBKLO,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422226,K03781
257,515_TARA_SAMEA2622499_METAG_AGKMCDCN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622499,K03781
258,620_MALA_SAMN05422195_METAG_GNIPIPMH,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422195,K03781
259,653_TARA_SAMEA2620542_METAG_MEOGFAGI,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620542,K03781
260,667_MALA_SAMN05422115_METAG_EILAGLKN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422115,K03781
261,694_TARA_SAMEA2622799_METAG_POKHDFDG,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622799,K03781
262,702_TARA_SAMEA2620021_METAG_NHAIJEJL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620021,K03781
263,712_2802429384,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_sp_NP46,K03781
264,744_TARA_SAMEA2620734_METAG_NONNIGNP,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620734,K03781
265,775_TARA_SAMEA2622737_METAG_MKACOKCB,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622737,K03781
266,776_MALA_SAMN05421563_METAG_OGDDIGDA,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05421563,K03781
267,79_TARA_SAMEA2623794_METAG_NBFOODCE,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623794,K03781
268,801_TARA_SAMEA2622197_METAG_BDHOEKBL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2622197,K03781
269,887_MALA_SAMN05422121_METAG_EKAOPGOL,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMN05422121,K03781
270,948_TARA_SAMEA2620815_METAG_EEKNENIE,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620815,K03781
271,973_TARA_SAMEA2623314_METAG_CFMLMODN,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2623314,K03781
272,989_TARA_SAMEA2620194_METAG_JCEANMAI,K03781hits_moreStringent.align,1.7e-282,943.5,Alteromonas_macleodii_SAMEA2620194,K03781
273,148_TARA_SAMEA2622676_METAG_KGFLKMBD,K03781hits_moreStringent.align,2.2e-282,943.2,Alteromonas_macleodii_SAMEA2622676,K03781
274,3052_GCF_023805395.1,K03781hits_moreStringent.align,2.2e-282,943.1,Alteromonas_macleodii_QZ9_9,K03781
275,1118_TARA_SAMEA2622765_METAG_HBCOMCNP,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMEA2622765,K03781
276,115_MALA_SAMN05422183_METAG_FCADMKDN,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMN05422183,K03781
277,1343_TARA_SAMEA2623390_METAG_LDEBDOEH,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMEA2623390,K03781
278,1964_TARA_SAMEA2621155_METAG_FAPDAFJA,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMEA2621155,K03781
279,2265_2554235747,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_ATCC_27126,K03781
280,2290_2738541261,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_BGP9,K03781
281,2356_2687453488,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_HOT1A3,K03781
282,2360_2738541260,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_BGP6,K03781
283,2360_2738541262,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_BGP14,K03781
284,2360_GCF_901446755.2,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_83_1,K03781
285,2800_TARA_SAMEA2622843_METAG_KKMNMCOG,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMEA2622843,K03781
286,3320_MALA_SAMN05422114_METAG_HDMCNFBK,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMN05422114,K03781
287,397_TARA_SAMEA2621260_METAG_POCDJBFE,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMEA2621260,K03781
288,714_BGEO_SAMN07136711_METAG_NHALNJBN,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMN07136711,K03781
289,997_MALA_SAMN05422128_METAG_GFOMCGFD,K03781hits_moreStringent.align,2.4e-282,943,Alteromonas_macleodii_SAMN05422128,K03781
290,378_MALA_SAMN05422130_METAG_LKGLPHMF,K03781hits_moreStringent.align,2.5e-282,943,Alteromonas_macleodii_SAMN05422130,K03781
291,2347_2521172683,K03781hits_moreStringent.align,2.9e-282,942.8,Alteromonas_macleodii_English_Channel_673,K03781
292,3409_2710724218,K03781hits_moreStringent.align,3e-282,942.7,Alteromonas_sp_I10,K03781
293,2637_MALA_SAMN05422152_METAG_HBNHKFJL,K03781hits_moreStringent.align,4.6e-282,942.1,Alteromonas_macleodii_SAMN05422152,K03781
294,285_MARD_SAMN05578452_REFG_MMP05578452,K03781hits_moreStringent.align,4.6e-282,942.1,Alteromonas_macleodii_SAMN05578452,K03781
295,3278_TARA_SAMEA2621839_METAG_PGLOPPIJ,K03781hits_moreStringent.align,4.6e-282,942.1,Alteromonas_macleodii_SAMEA2621839,K03781
296,211_MALA_SAMN05422168_METAG_KJDAIKNE,K03781hits_moreStringent.align,4.7e-282,942.1,Alteromonas_macleodii_SAMN05422168,K03781
297,377_MALA_SAMN05422149_METAG_GLMHGCOP,K03781hits_moreStringent.align,4.7e-282,942.1,Alteromonas_macleodii_SAMN05422149,K03781
298,2499_TARA_SAMEA2622696_METAG_PINHKBMF,K03781hits_moreStringent.align,6.5e-282,941.6,Alteromonas_macleodii_SAMEA2622696,K03781
299,1166_TARA_SAMEA2622336_METAG_IANBPKNL,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2622336,K03781
300,1275_TARA_SAMEA2622716_METAG_FPHJFONJ,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2622716,K03781
301,2406_TARA_SAMEA2623295_METAG_KGDGGJKN,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2623295,K03781
302,2487_TARA_SAMEA2621037_METAG_GHKOIDBF,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2621037,K03781
303,2614_TARA_SAMEA2621021_METAG_MKIGFGMC,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2621021,K03781
304,2827_TARA_SAMEA2621076_METAG_KBKFGPDA,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2621076,K03781
305,2904_TARA_SAMEA2621423_METAG_ACNBNNHJ,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2621423,K03781
306,3343_TARA_SAMEA2622402_METAG_LANBCGIM,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2622402,K03781
307,3573_TARA_SAMEA2622376_METAG_BHCALEEO,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2622376,K03781
308,85_TARA_SAMEA2621204_METAG_BCMHBGAK,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2621204,K03781
309,971_TARA_SAMEA2622097_METAG_CJDFGJHP,K03781hits_moreStringent.align,1.3e-281,940.6,Alteromonas_macleodii_SAMEA2622097,K03781
310,85_TARA_SAMEA2623370_METAG_BGGPHFHM,K03781hits_moreStringent.align,1.5e-281,940.4,Alteromonas_macleodii_SAMEA2623370,K03781
311,1493_MAG10_FICUS,K03781hits_moreStringent.align,1.9e-281,940.1,Alteromonas_macleodii_MAG10_FICUS,K03781
312,2005_TARA_SAMEA2622678_METAG_NJLMMAFG,K03781hits_moreStringent.align,1.9e-281,940.1,Alteromonas_macleodii_SAMEA2622678,K03781
313,2361_2785510739,K03781hits_moreStringent.align,1.9e-281,940.1,Alteromonas_macleodii_EZ55,K03781
314,2395_BGEO_SAMN07136709_METAG_OCCKODGL,K03781hits_moreStringent.align,2e-281,940,Alteromonas_sp_SAMN07136709,K03781
315,830_BGEO_SAMN07136715_METAG_KOEDIAMF,K03781hits_moreStringent.align,2.4e-281,939.7,Alteromonas_sp_SAMN07136715,K03781
316,1268_TARA_SAMEA2622219_METAG_OLKBBLOM,K03781hits_moreStringent.align,3e-281,939.4,Alteromonas_macleodii_SAMEA2622219,K03781
317,3267_2899573643,K03781hits_moreStringent.align,6.7e-281,938.3,Alteromonas_sp_KUL17,K03781
318,2252_2899550177,K03781hits_moreStringent.align,2e-280,936.7,Alteromonas_portus_HB161718,K03781
319,1276_2855651425,K03781hits_moreStringent.align,7.9e-280,934.7,Alteromonas_sp_V450,K03781
320,2296_2718217925,K03781hits_moreStringent.align,1e-279,934.4,Alteromonas_sp_Mex14,K03781
321,3586_2751185844,K03781hits_moreStringent.align,2.1e-279,933.3,Alteromonas_sp_LTR,K03781
322,3609_2857284938,K03781hits_moreStringent.align,2.1e-279,933.3,Alteromonas_sp_LOR,K03781
323,161_2731958078,K03781hits_moreStringent.align,3.7e-279,932.5,Alteromonas_sp_TK_46_2__DSM_26665,K03781
324,161_MARD_SAMN07626136_REFG_MMP07626136,K03781hits_moreStringent.align,3.7e-279,932.5,Alteromonas_gracilis_SAMN07626136,K03781
325,87_2899569661,K03781hits_moreStringent.align,5.4e-279,932,Alteromonas_sp_KUL150,K03781
326,1018_TARA_SAMEA2620828_METAG_NCPOODDG,K03781hits_moreStringent.align,7.7e-279,931.5,Alteromonas_macleodii_SAMEA2620828,K03781
327,1711_2855647486,K03781hits_moreStringent.align,7.8e-279,931.4,Alteromonas_indica_IO390401,K03781
328,1078_2504136012,K03781hits_moreStringent.align,1.1e-278,931,Alteromonas_naphthalenivorans_SN2,K03781
329,2497_GCF_900654235.1,K03781hits_moreStringent.align,1.6e-278,930.4,Alteromonas_sp_76_1,K03781
330,2356_2687453434,K03781hits_moreStringent.align,6.1e-278,928.5,Alteromonas_sp_Mac2,K03781
331,2375_2687453500,K03781hits_moreStringent.align,6.1e-278,928.5,Alteromonas_stellipolaris_LMG_21861,K03781
332,2383_2684623042,K03781hits_moreStringent.align,6.1e-278,928.5,Alteromonas_stellipolaris_LMG21856,K03781
333,2384_2687453355,K03781hits_moreStringent.align,6.1e-278,928.5,Alteromonas_sp_Mac1,K03781
334,2455_2687453643,K03781hits_moreStringent.align,1.3e-277,927.5,Alteromonas_stellipolaris_R10SW13,K03781
335,2464_2684623167,K03781hits_moreStringent.align,1.3e-277,927.5,Alteromonas_stellipolaris_PQQ_42,K03781
336,747_2802429357,K03781hits_moreStringent.align,2.2e-277,926.7,Alteromonas_sp_CPC94,K03781
337,2395_GCF_016756335.1,K03781hits_moreStringent.align,2.4e-277,926.5,Alteromonas_sp_KC14,K03781
338,2413_GCF_016756315.1,K03781hits_moreStringent.align,2.4e-277,926.5,Alteromonas_sp_KC3,K03781
339,1931_2899557523,K03781hits_moreStringent.align,2.5e-277,926.5,Alteromonas_sp_KUL106,K03781
340,53_MAG10_FICUS,K03781hits_moreStringent.align,3.1e-277,926.2,Alteromonas_macleodii_MAG10_FICUS,K03781
341,2470_2687453219,K03781hits_moreStringent.align,4.6e-277,925.6,Alteromonas_stellipolaris_PQQ_44,K03781
342,380_TARA_SAMEA2621779_METAG_DHJPEKIP,K03781hits_moreStringent.align,1.2e-276,924.3,Alteromonas_sp_SAMEA2621779,K03781
343,709_TARA_SAMN05326645_METAG_PSE00118,K03781hits_moreStringent.align,1.2e-276,924.3,Alteromonas_sp_SAMN05326645,K03781
344,1637_2791355104,K03781hits_moreStringent.align,1.2e-276,924.3,Alteromonas_pelagimontana_512,K03781
345,1305_TARA_SAMEA2622376_METAG_LCDBHBPD,K03781hits_moreStringent.align,9.3e-274,914.7,Alteromonas_sp_SAMEA2622376,K03781
346,2946_TARA_SAMN05326640_METAG_ANE00087,K03781hits_moreStringent.align,9.3e-274,914.7,Alteromonas_sp_SAMN05326640,K03781
347,658_TARA_SAMEA2622429_METAG_LGIPLECH,K03781hits_moreStringent.align,9.3e-274,914.7,Alteromonas_sp_SAMEA2622429,K03781
348,357_TARA_SAMEA2621216_METAG_KOELIADL,K03781hits_moreStringent.align,1.2e-273,914.3,Alteromonas_sp_SAMEA2621216,K03781
349,86_TARA_SAMEA2621222_METAG_NKFAIACL,K03781hits_moreStringent.align,1.2e-273,914.3,Alteromonas_sp_SAMEA2621222,K03781
350,1153_TARA_SAMEA2622149_METAG_PCNPJDCB,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622149,K03781
351,1170_TARA_SAMEA2622676_METAG_BIMHMBHP,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622676,K03781
352,1328_TARA_SAMEA2622765_METAG_KBIKNAHF,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622765,K03781
353,1873_TARA_SAMEA2622716_METAG_LLMPBKJB,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622716,K03781
354,3540_TARA_SAMEA2622097_METAG_HBPMPIGL,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622097,K03781
355,3596_TARA_SAMEA2622695_METAG_NDMJOCCC,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622695,K03781
356,3819_TARA_SAMEA2622677_METAG_JBANDMDG,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622677,K03781
357,835_TARA_SAMEA2622658_METAG_OHKNJPFH,K03781hits_moreStringent.align,1.6e-273,913.9,Alteromonas_sp_SAMEA2622658,K03781
358,2357_2855655360,K03781hits_moreStringent.align,3.2e-273,912.9,Alteromonas_oceani_S35,K03781
359,4419_MARD_SAMN10233659_REFG_MMP10233659,K03781hits_moreStringent.align,3.2e-273,912.9,Alteromonas_sp_SAMN10233659,K03781
360,251_TARA_SAMEA2623098_METAG_EGJHKEDJ,K03781hits_moreStringent.align,1.2e-272,911.1,Alteromonas_sp_SAMEA2623098,K03781
361,608_MALA_SAMN05422120_METAG_NDMHKPKD,K03781hits_moreStringent.align,1.2e-272,911.1,Alteromonas_sp_SAMN05422120,K03781
362,2497_TARA_SAMEA2622197_METAG_GALLFCOI,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2622197,K03781
363,2650_TARA_SAMEA2623314_METAG_DIEBDOOH,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2623314,K03781
364,2734_TARA_SAMEA2621839_METAG_MGLIPNEN,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2621839,K03781
365,2746_TARA_SAMEA2621779_METAG_BKOBJOML,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2621779_BKOBJOML,K03781
366,2795_TARA_SAMEA2621487_METAG_JEJEPAEM,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2621487,K03781
367,448_TARA_SAMN05326649_METAG_SOC00002,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMN05326649,K03781
368,568_TARA_SAMEA2622048_METAG_IMLALHCJ,K03781hits_moreStringent.align,1.9e-272,910.4,Alteromonas_sp_SAMEA2622048,K03781
369,27_2802429385,K03781hits_moreStringent.align,9e-272,908.1,Alteromonas_sp_RS411,K03781
370,4668_2844289591,K03781hits_moreStringent.align,2e-271,907,Alteromonas_alba_190,K03781
371,1362_TARA_SAMEA2621099_METAG_HKJHHJDF,K03781hits_moreStringent.align,2.1e-271,907,Alteromonas_macleodii_SAMEA2621099,K03781
372,1650_MALA_SAMN05421563_METAG_OGDDIGDA,K03781hits_moreStringent.align,2.1e-271,907,Alteromonas_macleodii_SAMN05421563,K03781
373,2958_TARA_SAMEA2620035_METAG_KKMHIJLM,K03781hits_moreStringent.align,2.1e-271,907,Alteromonas_macleodii_SAMEA2620035,K03781
374,1552_TARA_SAMEA2622736_METAG_KEKDHEDF,K03781hits_moreStringent.align,3.3e-271,906.3,Alteromonas_macleodii_SAMEA2622736,K03781
375,1627_TARA_SAMEA2620021_METAG_NHAIJEJL,K03781hits_moreStringent.align,3.3e-271,906.3,Alteromonas_macleodii_SAMEA2620021,K03781
376,2481_TARA_SAMEA2620097_METAG_LMDFIENN,K03781hits_moreStringent.align,3.3e-271,906.3,Alteromonas_macleodii_SAMEA2620097,K03781
377,2948_TARA_SAMEA2619970_METAG_GKNKAGAI,K03781hits_moreStringent.align,3.3e-271,906.3,Alteromonas_macleodii_SAMEA2619970,K03781
378,3218_TARA_SAMEA2620065_METAG_EFBPEMOE,K03781hits_moreStringent.align,3.3e-271,906.3,Alteromonas_macleodii_SAMEA2620065,K03781
379,1250_2855643116,K03781hits_moreStringent.align,9.9e-271,904.7,Alteromonas_confluentis_KCTC_42603,K03781
380,2411_MALA_SAMN05422120_METAG_BOFCDAAO,K03781hits_moreStringent.align,9.9e-271,904.7,Alteromonas_confluentis_SAMN05422120,K03781
381,1346_TARA_SAMEA2622197_METAG_BDHOEKBL,K03781hits_moreStringent.align,1.1e-270,904.6,Alteromonas_macleodii_SAMEA2622197,K03781
382,3537_MALA_SAMN05422122_METAG_JKIINEFM,K03781hits_moreStringent.align,1.1e-270,904.6,Alteromonas_macleodii_SAMN05422122,K03781
383,2981_TARA_SAMEA2620000_METAG_KDOCHGCC,K03781hits_moreStringent.align,2.7e-270,903.3,Alteromonas_macleodii_SAMEA2620000,K03781
